id,kind,word,translation,category,curriculumLevel,example,exampleZh,phonetic
zh-右,literacy,右,yòu,life,L3,右手 右边,用组词来记：「右手」「右边」。看见这些词，就能找到「右」。,yòu
zh-份,literacy,份,fèn,number,L3,八月份 备份,用组词来记：「八月份」「备份」。看见这些词，就能找到「份」。,fèn
zh-穿,literacy,穿,chuān,life,L3,拆穿 穿过,用组词来记：「拆穿」「穿过」。看见这些词，就能找到「穿」。,chuān
zh-艺,literacy,艺,yì,life,L3,传艺 工艺,用组词来记：「传艺」「工艺」。看见这些词，就能找到「艺」。,yì
zh-背,literacy,背,bèi,life,L3,背后 背包,用组词来记：「背后」「背包」。看见这些词，就能找到「背」。,bèi
zh-阵,literacy,阵,zhèn,body,L3,败阵 打头阵,用组词来记：「败阵」「打头阵」。看见这些词，就能找到「阵」。,zhèn
zh-草,literacy,草,cǎo,nature,L3,小草 草地,用组词来记：「小草」「草地」。看见这些词，就能找到「草」。,cǎo
zh-脚,literacy,脚,jiǎo,body,L3,小脚 脚印,用组词来记：「小脚」「脚印」。看见这些词，就能找到「脚」。,jiǎo
zh-概,literacy,概,gài,life,L3,大概 概况,用组词来记：「大概」「概况」。看见这些词，就能找到「概」。,gài
zh-恶,literacy,恶,è,life,L3,丑恶 恶毒,用组词来记：「丑恶」「恶毒」。看见这些词，就能找到「恶」。,è
zh-块,literacy,块,kuài,nature,L3,成块 地块,用组词来记：「成块」「地块」。看见这些词，就能找到「块」。,kuài
zh-顿,literacy,顿,dùn,life,L3,安顿 顿感,用组词来记：「安顿」「顿感」。看见这些词，就能找到「顿」。,dùn
zh-敢,literacy,敢,gǎn,life,L3,不敢 不敢当,用组词来记：「不敢」「不敢当」。看见这些词，就能找到「敢」。,gǎn
zh-守,literacy,守,shǒu,life,L3,保守 保守派,用组词来记：「保守」「保守派」。看见这些词，就能找到「守」。,shǒu
zh-酒,literacy,酒,jiǔ,life,L3,酒厂 酒后,用组词来记：「酒厂」「酒后」。看见这些词，就能找到「酒」。,jiǔ
zh-岛,literacy,岛,dǎo,life,L3,半岛 宝岛,用组词来记：「半岛」「宝岛」。看见这些词，就能找到「岛」。,dǎo
zh-托,literacy,托,tuō,life,L3,拜托 衬托,用组词来记：「拜托」「衬托」。看见这些词，就能找到「托」。,tuō
zh-央,literacy,央,yāng,life,L3,党中央 团中央,用组词来记：「党中央」「团中央」。看见这些词，就能找到「央」。,yāng
zh-户,literacy,户,hù,life,L3,窗户 住户,用组词来记：「窗户」「住户」。看见这些词，就能找到「户」。,hù
zh-烈,literacy,烈,liè,life,L3,炽烈 刚烈,用组词来记：「炽烈」「刚烈」。看见这些词，就能找到「烈」。,liè
zh-洋,literacy,洋,yáng,life,L3,大西洋 大洋,用组词来记：「大西洋」「大洋」。看见这些词，就能找到「洋」。,yáng
zh-哥,literacy,哥,gē,family,L3,哥哥 大哥,用组词来记：「哥哥」「大哥」。看见这些词，就能找到「哥」。,gē
zh-索,literacy,索,suǒ,nature,L3,导火索 检索,用组词来记：「导火索」「检索」。看见这些词，就能找到「索」。,suǒ
zh-胡,literacy,胡,hú,animal,L3,不教胡马 胡闹,用组词来记：「不教胡马」「胡闹」。看见这些词，就能找到「胡」。,hú
zh-款,literacy,款,kuǎn,life,L3,拨款 筹款,用组词来记：「拨款」「筹款」。看见这些词，就能找到「款」。,kuǎn
zh-靠,literacy,靠,kào,life,L3,不靠 挂靠,用组词来记：「不靠」「挂靠」。看见这些词，就能找到「靠」。,kào
zh-评,literacy,评,píng,life,L3,被评为 测评,用组词来记：「被评为」「测评」。看见这些词，就能找到「评」。,píng
zh-版,literacy,版,bǎn,life,L3,版本 版画,用组词来记：「版本」「版画」。看见这些词，就能找到「版」。,bǎn
zh-宝,literacy,宝,bǎo,life,L3,宝宝 宝贝,用组词来记：「宝宝」「宝贝」。看见这些词，就能找到「宝」。,bǎo
zh-座,literacy,座,zuò,life,L3,宝座 插座,用组词来记：「宝座」「插座」。看见这些词，就能找到「座」。,zuò
zh-释,literacy,释,shì,life,L3,获释 解释,用组词来记：「获释」「解释」。看见这些词，就能找到「释」。,shì
zh-景,literacy,景,jǐng,life,L3,背景 不景气,用组词来记：「背景」「不景气」。看见这些词，就能找到「景」。,jǐng
zh-顾,literacy,顾,gù,life,L3,不顾 光顾,用组词来记：「不顾」「光顾」。看见这些词，就能找到「顾」。,gù
zh-弟,literacy,弟,dì,family,L3,弟弟 小弟,用组词来记：「弟弟」「小弟」。看见这些词，就能找到「弟」。,dì
zh-登,literacy,登,dēng,life,L3,登高处 登报,用组词来记：「登高处」「登报」。看见这些词，就能找到「登」。,dēng
zh-货,literacy,货,huò,life,L3,百货 畅销货,用组词来记：「百货」「畅销货」。看见这些词，就能找到「货」。,huò
zh-互,literacy,互,hù,life,L3,互爱 互补,用组词来记：「互爱」「互补」。看见这些词，就能找到「互」。,hù
zh-付,literacy,付,fù,life,L3,偿付 垫付,用组词来记：「偿付」「垫付」。看见这些词，就能找到「付」。,fù
zh-慢,literacy,慢,màn,action,L3,慢走 很慢,用组词来记：「慢走」「很慢」。看见这些词，就能找到「慢」。,màn
zh-欧,literacy,欧,ōu,life,L3,北欧 东欧,用组词来记：「北欧」「东欧」。看见这些词，就能找到「欧」。,ōu
zh-换,literacy,换,huàn,life,L3,换旧符 变换,用组词来记：「换旧符」「变换」。看见这些词，就能找到「换」。,huàn
zh-闻,literacy,闻,wén,life,L3,处处闻啼 忽闻岸上,用组词来记：「处处闻啼」「忽闻岸上」。看见这些词，就能找到「闻」。,wén
zh-危,literacy,危,wēi,life,L3,安危 病危,用组词来记：「安危」「病危」。看见这些词，就能找到「危」。,wēi
zh-忙,literacy,忙,máng,life,L3,帮忙 奔忙,用组词来记：「帮忙」「奔忙」。看见这些词，就能找到「忙」。,máng
zh-核,literacy,核,hé,life,L3,查核 复核,用组词来记：「查核」「复核」。看见这些词，就能找到「核」。,hé
zh-暗,literacy,暗,àn,life,L3,为有暗香 暗暗,用组词来记：「为有暗香」「暗暗」。看见这些词，就能找到「暗」。,àn
zh-姐,literacy,姐,jiě,family,L3,姐姐 大姐,用组词来记：「姐姐」「大姐」。看见这些词，就能找到「姐」。,jiě
zh-介,literacy,介,jiè,life,L3,简介 介入,用组词来记：「简介」「介入」。看见这些词，就能找到「介」。,jiè
zh-坏,literacy,坏,huài,life,L3,败坏 变坏,用组词来记：「败坏」「变坏」。看见这些词，就能找到「坏」。,huài
zh-讨,literacy,讨,tǎo,life,L3,检讨 乞讨,用组词来记：「检讨」「乞讨」。看见这些词，就能找到「讨」。,tǎo
zh-丽,literacy,丽,lì,life,L3,富丽 瑰丽,用组词来记：「富丽」「瑰丽」。看见这些词，就能找到「丽」。,lì
zh-良,literacy,良,liáng,life,L3,不良 改良,用组词来记：「不良」「改良」。看见这些词，就能找到「良」。,liáng
zh-序,literacy,序,xù,life,L3,程序 次序,用组词来记：「程序」「次序」。看见这些词，就能找到「序」。,xù
zh-升,literacy,升,shēng,life,L3,公升 毫升,用组词来记：「公升」「毫升」。看见这些词，就能找到「升」。,shēng
zh-监,literacy,监,jiān,life,L3,监测 监察,用组词来记：「监测」「监察」。看见这些词，就能找到「监」。,jiān
zh-临,literacy,临,lín,life,L3,临行密密 濒临,用组词来记：「临行密密」「濒临」。看见这些词，就能找到「临」。,lín
zh-亮,literacy,亮,liàng,nature,L3,月亮 明亮,用组词来记：「月亮」「明亮」。看见这些词，就能找到「亮」。,liàng
zh-露,literacy,露,lù,life,L3,小荷才露 败露,用组词来记：「小荷才露」「败露」。看见这些词，就能找到「露」。,lù
zh-永,literacy,永,yǒng,life,L3,永别 永不,用组词来记：「永别」「永不」。看见这些词，就能找到「永」。,yǒng
zh-呼,literacy,呼,hū,color,L3,呼作白玉 称呼,用组词来记：「呼作白玉」「称呼」。看见这些词，就能找到「呼」。,hū
zh-味,literacy,味,wèi,nature,L3,乏味 风味,用组词来记：「乏味」「风味」。看见这些词，就能找到「味」。,wèi
zh-野,literacy,野,yě,nature,L3,田野 天苍苍野,用组词来记：「田野」「天苍苍野」。看见这些词，就能找到「野」。,yě
zh-架,literacy,架,jià,life,L3,绑架 吵架,用组词来记：「绑架」「吵架」。看见这些词，就能找到「架」。,jià
zh-域,literacy,域,yù,nature,L3,地域 海域,用组词来记：「地域」「海域」。看见这些词，就能找到「域」。,yù
zh-沙,literacy,沙,shā,life,L3,长沙 长沙市,用组词来记：「长沙」「长沙市」。看见这些词，就能找到「沙」。,shā
zh-掉,literacy,掉,diào,food,L3,搬掉 吃掉,用组词来记：「搬掉」「吃掉」。看见这些词，就能找到「掉」。,diào
zh-括,literacy,括,kuò,life,L3,包括 概括,用组词来记：「包括」「概括」。看见这些词，就能找到「括」。,kuò
zh-舰,literacy,舰,jiàn,life,L3,舰队 舰艇,用组词来记：「舰队」「舰艇」。看见这些词，就能找到「舰」。,jiàn
zh-鱼,literacy,鱼,yú,animal,L3,小鱼 金鱼,用组词来记：「小鱼」「金鱼」。看见这些词，就能找到「鱼」。,yú
zh-杂,literacy,杂,zá,life,L3,嘈杂 搀杂,用组词来记：「嘈杂」「搀杂」。看见这些词，就能找到「杂」。,zá
zh-误,literacy,误,wù,school,L3,笔误 迟误,用组词来记：「笔误」「迟误」。看见这些词，就能找到「误」。,wù
zh-湾,literacy,湾,wān,nature,L3,海湾 台湾,用组词来记：「海湾」「台湾」。看见这些词，就能找到「湾」。,wān
zh-吉,literacy,吉,jí,life,L3,昌吉 吉安,用组词来记：「昌吉」「吉安」。看见这些词，就能找到「吉」。,jí
zh-减,literacy,减,jiǎn,life,L3,裁减 递减,用组词来记：「裁减」「递减」。看见这些词，就能找到「减」。,jiǎn
zh-编,literacy,编,biān,life,L3,编成 编导,用组词来记：「编成」「编导」。看见这些词，就能找到「编」。,biān
zh-楚,literacy,楚,chǔ,nature,L3,楚江开 讲清楚,用组词来记：「楚江开」「讲清楚」。看见这些词，就能找到「楚」。,chǔ
zh-肯,literacy,肯,kěn,life,L3,不肯 肯定,用组词来记：「不肯」「肯定」。看见这些词，就能找到「肯」。,kěn
zh-测,literacy,测,cè,life,L3,猜测 测定,用组词来记：「猜测」「测定」。看见这些词，就能找到「测」。,cè
zh-败,literacy,败,bài,life,L3,败北 败给,用组词来记：「败北」「败给」。看见这些词，就能找到「败」。,bài
zh-屋,literacy,屋,wū,life,L3,房屋 屋顶,用组词来记：「房屋」「屋顶」。看见这些词，就能找到「屋」。,wū
zh-跑,literacy,跑,pǎo,action,L3,跑步 快跑,用组词来记：「跑步」「快跑」。看见这些词，就能找到「跑」。,pǎo
zh-梦,literacy,梦,mèng,life,L3,美梦 梦幻,用组词来记：「美梦」「梦幻」。看见这些词，就能找到「梦」。,mèng
zh-散,literacy,散,sàn,life,L3,分散 解散,用组词来记：「分散」「解散」。看见这些词，就能找到「散」。,sàn
zh-温,literacy,温,wēn,life,L3,保温 保温瓶,用组词来记：「保温」「保温瓶」。看见这些词，就能找到「温」。,wēn
zh-困,literacy,困,kùn,life,L3,困惑 困境,用组词来记：「困惑」「困境」。看见这些词，就能找到「困」。,kùn
zh-渐,literacy,渐,jiàn,life,L3,渐变 渐渐,用组词来记：「渐变」「渐渐」。看见这些词，就能找到「渐」。,jiàn
zh-封,literacy,封,fēng,life,L3,查封 封闭,用组词来记：「查封」「封闭」。看见这些词，就能找到「封」。,fēng
zh-救,literacy,救,jiù,life,L3,补救 得救,用组词来记：「补救」「得救」。看见这些词，就能找到「救」。,jiù
zh-贵,literacy,贵,guì,life,L3,昂贵 宝贵,用组词来记：「昂贵」「宝贵」。看见这些词，就能找到「贵」。,guì
zh-枪,literacy,枪,qiāng,life,L3,步枪 冲锋枪,用组词来记：「步枪」「冲锋枪」。看见这些词，就能找到「枪」。,qiāng
zh-缺,literacy,缺,quē,life,L3,补缺 残缺,用组词来记：「补缺」「残缺」。看见这些词，就能找到「缺」。,quē
zh-楼,literacy,楼,lóu,life,L3,高楼 楼房,用组词来记：「高楼」「楼房」。看见这些词，就能找到「楼」。,lóu
zh-县,literacy,县,xiàn,life,L3,本县 副县长,用组词来记：「本县」「副县长」。看见这些词，就能找到「县」。,xiàn
zh-尚,literacy,尚,shàng,nature,L3,崇尚 风尚,用组词来记：「崇尚」「风尚」。看见这些词，就能找到「尚」。,shàng
zh-毫,literacy,毫,háo,food,L3,毫克 毫米,用组词来记：「毫克」「毫米」。看见这些词，就能找到「毫」。,háo
zh-移,literacy,移,yí,life,L3,漂移 迁移,用组词来记：「漂移」「迁移」。看见这些词，就能找到「移」。,yí
zh-娘,literacy,娘,niáng,life,L3,姑娘 小姑娘,用组词来记：「姑娘」「小姑娘」。看见这些词，就能找到「娘」。,niáng
zh-朋,literacy,朋,péng,family,L3,朋友 亲朋,用组词来记：「朋友」「亲朋」。看见这些词，就能找到「朋」。,péng
zh-画,literacy,画,huà,action,L3,画画 画图,用组词来记：「画画」「画图」。看见这些词，就能找到「画」。,huà
zh-班,literacy,班,bān,school,L3,小班 班里,用组词来记：「小班」「班里」。看见这些词，就能找到「班」。,bān
zh-智,literacy,智,zhì,life,L3,才智 德智体,用组词来记：「才智」「德智体」。看见这些词，就能找到「智」。,zhì
zh-亦,literacy,亦,yì,life,L3,亦即 亦佳,用组词来记：「亦即」「亦佳」。看见这些词，就能找到「亦」。,yì
zh-耳,literacy,耳,ěr,body,L3,耳朵 耳听,用组词来记：「耳朵」「耳听」。看见这些词，就能找到「耳」。,ěr
zh-恩,literacy,恩,ēn,life,L3,报恩 恩爱,用组词来记：「报恩」「恩爱」。看见这些词，就能找到「恩」。,ēn
zh-短,literacy,短,duǎn,life,L3,长短 短波,用组词来记：「长短」「短波」。看见这些词，就能找到「短」。,duǎn
zh-掌,literacy,掌,zhǎng,color,L3,红掌拨清 鼓掌,用组词来记：「红掌拨清」「鼓掌」。看见这些词，就能找到「掌」。,zhǎng
zh-恐,literacy,恐,kǒng,animal,L3,恐龙 意恐迟迟,用组词来记：「恐龙」「意恐迟迟」。看见这些词，就能找到「恐」。,kǒng
zh-遗,literacy,遗,yí,life,L3,补遗 后遗症,用组词来记：「补遗」「后遗症」。看见这些词，就能找到「遗」。,yí
zh-固,literacy,固,gù,life,L3,巩固 固定,用组词来记：「巩固」「固定」。看见这些词，就能找到「固」。,gù
zh-席,literacy,席,xí,life,L3,出席 出席人,用组词来记：「出席」「出席人」。看见这些词，就能找到「席」。,xí
zh-松,literacy,松,sōng,life,L3,松下问童 放松,用组词来记：「松下问童」「放松」。看见这些词，就能找到「松」。,sōng
zh-秘,literacy,秘,mì,life,L3,奥秘 秘方,用组词来记：「奥秘」「秘方」。看见这些词，就能找到「秘」。,mì
zh-谢,literacy,谢,xiè,life,L3,酬谢 代谢,用组词来记：「酬谢」「代谢」。看见这些词，就能找到「谢」。,xiè
zh-遇,literacy,遇,yù,life,L3,待遇 境遇,用组词来记：「待遇」「境遇」。看见这些词，就能找到「遇」。,yù
zh-康,literacy,康,kāng,life,L3,安康 健康,用组词来记：「安康」「健康」。看见这些词，就能找到「康」。,kāng
zh-虑,literacy,虑,lǜ,life,L3,顾虑 焦虑,用组词来记：「顾虑」「焦虑」。看见这些词，就能找到「虑」。,lǜ
zh-幸,literacy,幸,xìng,life,L3,不幸 侥幸,用组词来记：「不幸」「侥幸」。看见这些词，就能找到「幸」。,xìng
zh-均,literacy,均,jūn,life,L3,均不 均等,用组词来记：「均不」「均等」。看见这些词，就能找到「均」。,jūn
zh-销,literacy,销,xiāo,life,L3,报销 包销,用组词来记：「报销」「包销」。看见这些词，就能找到「销」。,xiāo
zh-钟,literacy,钟,zhōng,life,L3,时钟 闹钟,用组词来记：「时钟」「闹钟」。看见这些词，就能找到「钟」。,zhōng
zh-诗,literacy,诗,shī,life,L3,诗词 诗歌,用组词来记：「诗词」「诗歌」。看见这些词，就能找到「诗」。,shī
zh-藏,literacy,藏,cáng,life,L3,不解藏踪 暗藏,用组词来记：「不解藏踪」「暗藏」。看见这些词，就能找到「藏」。,cáng
zh-赶,literacy,赶,gǎn,life,L3,赶不上 赶超,用组词来记：「赶不上」「赶超」。看见这些词，就能找到「赶」。,gǎn
zh-剧,literacy,剧,jù,nature,L3,悲剧 电视剧,用组词来记：「悲剧」「电视剧」。看见这些词，就能找到「剧」。,jù
zh-票,literacy,票,piào,life,L3,钞票 车票,用组词来记：「钞票」「车票」。看见这些词，就能找到「票」。,piào
zh-损,literacy,损,sǔn,life,L3,耗损 亏损,用组词来记：「耗损」「亏损」。看见这些词，就能找到「损」。,sǔn
zh-忽,literacy,忽,hū,body,L3,忽然闭口 忽闻岸上,用组词来记：「忽然闭口」「忽闻岸上」。看见这些词，就能找到「忽」。,hū
zh-巨,literacy,巨,jù,life,L3,艰巨 艰巨性,用组词来记：「艰巨」「艰巨性」。看见这些词，就能找到「巨」。,jù
zh-炮,literacy,炮,pào,life,L3,大炮 礼炮,用组词来记：「大炮」「礼炮」。看见这些词，就能找到「炮」。,pào
zh-旧,literacy,旧,jiù,life,L4,换旧符 陈旧,用组词来记：「换旧符」「陈旧」。看见这些词，就能找到「旧」。,jiù
zh-端,literacy,端,duān,life,L4,弊端 顶端,用组词来记：「弊端」「顶端」。看见这些词，就能找到「端」。,duān
zh-探,literacy,探,tàn,life,L4,勘探 窥探,用组词来记：「勘探」「窥探」。看见这些词，就能找到「探」。,tàn
zh-湖,literacy,湖,hú,nature,L4,湖水 小湖,用组词来记：「湖水」「小湖」。看见这些词，就能找到「湖」。,hú
zh-录,literacy,录,lù,school,L4,备忘录 笔录,用组词来记：「备忘录」「笔录」。看见这些词，就能找到「录」。,lù
zh-叶,literacy,叶,yè,nature,L4,叶子 树叶,用组词来记：「叶子」「树叶」。看见这些词，就能找到「叶」。,yè
zh-春,literacy,春,chūn,nature,L4,春天 春风,用组词来记：「春天」「春风」。看见这些词，就能找到「春」。,chūn
zh-乡,literacy,乡,xiāng,life,L4,乡音无改 独在异乡,用组词来记：「乡音无改」「独在异乡」。看见这些词，就能找到「乡」。,xiāng
zh-附,literacy,附,fù,life,L4,附表 附带,用组词来记：「附表」「附带」。看见这些词，就能找到「附」。,fù
zh-吸,literacy,吸,xī,life,L4,呼吸 吸毒,用组词来记：「呼吸」「吸毒」。看见这些词，就能找到「吸」。,xī
zh-予,literacy,予,yǔ,life,L4,不予 赋予,用组词来记：「不予」「赋予」。看见这些词，就能找到「予」。,yǔ
zh-礼,literacy,礼,lǐ,life,L4,典礼 婚礼,用组词来记：「典礼」「婚礼」。看见这些词，就能找到「礼」。,lǐ
zh-港,literacy,港,gǎng,nature,L4,避风港 港澳,用组词来记：「避风港」「港澳」。看见这些词，就能找到「港」。,gǎng
zh-雨,literacy,雨,yǔ,nature,L4,下雨 雨水,用组词来记：「下雨」「雨水」。看见这些词，就能找到「雨」。,yǔ
zh-板,literacy,板,bǎn,life,L4,呆板 板报,用组词来记：「呆板」「板报」。看见这些词，就能找到「板」。,bǎn
zh-庭,literacy,庭,tíng,family,L4,出庭 大家庭,用组词来记：「出庭」「大家庭」。看见这些词，就能找到「庭」。,tíng
zh-妇,literacy,妇,fù,life,L4,产妇 妇产科,用组词来记：「产妇」「妇产科」。看见这些词，就能找到「妇」。,fù
zh-归,literacy,归,guī,life,L4,归案 归队,用组词来记：「归案」「归队」。看见这些词，就能找到「归」。,guī
zh-饭,literacy,饭,fàn,food,L4,吃饭 米饭,用组词来记：「吃饭」「米饭」。看见这些词，就能找到「饭」。,fàn
zh-额,literacy,额,é,life,L4,差额 超额,用组词来记：「差额」「超额」。看见这些词，就能找到「额」。,é
zh-含,literacy,含,hán,life,L4,窗含西岭 包含,用组词来记：「窗含西岭」「包含」。看见这些词，就能找到「含」。,hán
zh-顺,literacy,顺,shùn,life,L4,抚顺 理顺,用组词来记：「抚顺」「理顺」。看见这些词，就能找到「顺」。,shùn
zh-输,literacy,输,shū,life,L4,不服输 传输,用组词来记：「不服输」「传输」。看见这些词，就能找到「输」。,shū
zh-摇,literacy,摇,yáo,life,L4,动摇 飘摇,用组词来记：「动摇」「飘摇」。看见这些词，就能找到「摇」。,yáo
zh-招,literacy,招,zhāo,body,L4,遥招手 打招呼,用组词来记：「遥招手」「打招呼」。看见这些词，就能找到「招」。,zhāo
zh-婚,literacy,婚,hūn,life,L4,婚后 婚礼,用组词来记：「婚后」「婚礼」。看见这些词，就能找到「婚」。,hūn
zh-脱,literacy,脱,tuō,life,L4,摆脱 半脱产,用组词来记：「摆脱」「半脱产」。看见这些词，就能找到「脱」。,tuō
zh-补,literacy,补,bǔ,life,L4,补报 补偿,用组词来记：「补报」「补偿」。看见这些词，就能找到「补」。,bǔ
zh-谓,literacy,谓,wèi,life,L4,可谓 所谓,用组词来记：「可谓」「所谓」。看见这些词，就能找到「谓」。,wèi
zh-督,literacy,督,dū,life,L4,督促 督导,用组词来记：「督促」「督导」。看见这些词，就能找到「督」。,dū
zh-毒,literacy,毒,dú,life,L4,病毒 毒打,用组词来记：「病毒」「毒打」。看见这些词，就能找到「毒」。,dú
zh-油,literacy,油,yóu,life,L4,采油 柴油,用组词来记：「采油」「柴油」。看见这些词，就能找到「油」。,yóu
zh-疗,literacy,疗,liáo,nature,L4,电疗 疗程,用组词来记：「电疗」「疗程」。看见这些词，就能找到「疗」。,liáo
zh-旅,literacy,旅,lǚ,life,L4,劲旅 军旅,用组词来记：「劲旅」「军旅」。看见这些词，就能找到「旅」。,lǚ
zh-泽,literacy,泽,zé,life,L4,恩泽 光泽,用组词来记：「恩泽」「光泽」。看见这些词，就能找到「泽」。,zé
zh-材,literacy,材,cái,life,L4,板材 材料,用组词来记：「板材」「材料」。看见这些词，就能找到「材」。,cái
zh-灭,literacy,灭,miè,life,L4,毁灭 毁灭性,用组词来记：「毁灭」「毁灭性」。看见这些词，就能找到「灭」。,miè
zh-逐,literacy,逐,zhú,life,L4,放逐 角逐,用组词来记：「放逐」「角逐」。看见这些词，就能找到「逐」。,zhú
zh-莫,literacy,莫,mò,life,L4,莫愁前路 莫大,用组词来记：「莫愁前路」「莫大」。看见这些词，就能找到「莫」。,mò
zh-笔,literacy,笔,bǐ,school,L4,铅笔 毛笔,用组词来记：「铅笔」「毛笔」。看见这些词，就能找到「笔」。,bǐ
zh-亡,literacy,亡,wáng,life,L4,流亡 灭亡,用组词来记：「流亡」「灭亡」。看见这些词，就能找到「亡」。,wáng
zh-鲜,literacy,鲜,xiān,life,L4,保鲜 朝鲜,用组词来记：「保鲜」「朝鲜」。看见这些词，就能找到「鲜」。,xiān
zh-词,literacy,词,cí,life,L4,闭幕词 词典,用组词来记：「闭幕词」「词典」。看见这些词，就能找到「词」。,cí
zh-圣,literacy,圣,shèng,nature,L4,圣诞节 圣地,用组词来记：「圣诞节」「圣地」。看见这些词，就能找到「圣」。,shèng
zh-择,literacy,择,zé,life,L4,选择 择优,用组词来记：「选择」「择优」。看见这些词，就能找到「择」。,zé
zh-寻,literacy,寻,xún,life,L4,搜寻 探寻,用组词来记：「搜寻」「探寻」。看见这些词，就能找到「寻」。,xún
zh-厂,literacy,厂,chǎng,life,L4,办厂 本厂,用组词来记：「办厂」「本厂」。看见这些词，就能找到「厂」。,chǎng
zh-睡,literacy,睡,shuì,action,L4,睡觉 午睡,用组词来记：「睡觉」「午睡」。看见这些词，就能找到「睡」。,shuì
zh-博,literacy,博,bó,life,L4,博爱 博得,用组词来记：「博爱」「博得」。看见这些词，就能找到「博」。,bó
zh-勒,literacy,勒,lēi,life,L4,敕勒川阴 勒紧,用组词来记：「敕勒川阴」「勒紧」。看见这些词，就能找到「勒」。,lēi
zh-烟,literacy,烟,yān,number,L4,生紫烟 烟村四五,用组词来记：「生紫烟」「烟村四五」。看见这些词，就能找到「烟」。,yān
zh-授,literacy,授,shòu,life,L4,传授 副教授,用组词来记：「传授」「副教授」。看见这些词，就能找到「授」。,shòu
zh-诺,literacy,诺,nuò,life,L4,承诺 基诺,用组词来记：「承诺」「基诺」。看见这些词，就能找到「诺」。,nuò
zh-伦,literacy,伦,lún,life,L4,不及汪伦 鄂伦春,用组词来记：「不及汪伦」「鄂伦春」。看见这些词，就能找到「伦」。,lún
zh-岸,literacy,岸,àn,nature,L4,两岸猿声 两岸青山,用组词来记：「两岸猿声」「两岸青山」。看见这些词，就能找到「岸」。,àn
zh-奥,literacy,奥,ào,life,L4,奥秘 奥妙,用组词来记：「奥秘」「奥妙」。看见这些词，就能找到「奥」。,ào
zh-唐,literacy,唐,táng,nature,L4,荒唐 唐山,用组词来记：「荒唐」「唐山」。看见这些词，就能找到「唐」。,táng
zh-卖,literacy,卖,mài,life,L4,出卖 盗卖,用组词来记：「出卖」「盗卖」。看见这些词，就能找到「卖」。,mài
zh-炸,literacy,炸,zhà,life,L4,爆炸 轰炸,用组词来记：「爆炸」「轰炸」。看见这些词，就能找到「炸」。,zhà
zh-载,literacy,载,zài,life,L4,超载 承载,用组词来记：「超载」「承载」。看见这些词，就能找到「载」。,zài
zh-洛,literacy,洛,luò,food,L4,果洛 洛阳,用组词来记：「果洛」「洛阳」。看见这些词，就能找到「洛」。,luò
zh-健,literacy,健,jiàn,life,L4,保健 健步,用组词来记：「保健」「健步」。看见这些词，就能找到「健」。,jiàn
zh-堂,literacy,堂,táng,life,L4,大会堂 殿堂,用组词来记：「大会堂」「殿堂」。看见这些词，就能找到「堂」。,táng
zh-旁,literacy,旁,páng,life,L4,两旁 路旁,用组词来记：「两旁」「路旁」。看见这些词，就能找到「旁」。,páng
zh-宫,literacy,宫,gōng,color,L4,白宫 宫殿,用组词来记：「白宫」「宫殿」。看见这些词，就能找到「宫」。,gōng
zh-喝,literacy,喝,hē,food,L4,喝水 喝汤,用组词来记：「喝水」「喝汤」。看见这些词，就能找到「喝」。,hē
zh-借,literacy,借,jiè,life,L4,路人借问 拆借,用组词来记：「路人借问」「拆借」。看见这些词，就能找到「借」。,jiè
zh-君,literacy,君,jūn,life,L4,不识君 君子,用组词来记：「不识君」「君子」。看见这些词，就能找到「君」。,jūn
zh-禁,literacy,禁,jìn,life,L4,不禁 查禁,用组词来记：「不禁」「查禁」。看见这些词，就能找到「禁」。,jìn
zh-阴,literacy,阴,yīn,nature,L4,阴天 树阴,用组词来记：「阴天」「树阴」。看见这些词，就能找到「阴」。,yīn
zh-园,literacy,园,yuán,life,L4,公园 幼儿园,用组词来记：「公园」「幼儿园」。看见这些词，就能找到「园」。,yuán
zh-谋,literacy,谋,móu,life,L4,参谋 参谋长,用组词来记：「参谋」「参谋长」。看见这些词，就能找到「谋」。,móu
zh-避,literacy,避,bì,nature,L4,避风 避风港,用组词来记：「避风」「避风港」。看见这些词，就能找到「避」。,bì
zh-抓,literacy,抓,zhuā,life,L4,大抓 狠抓,用组词来记：「大抓」「狠抓」。看见这些词，就能找到「抓」。,zhuā
zh-荣,literacy,荣,róng,life,L4,繁荣 光荣,用组词来记：「繁荣」「光荣」。看见这些词，就能找到「荣」。,róng
zh-姑,literacy,姑,gū,life,L4,姑苏城外 姑娘,用组词来记：「姑苏城外」「姑娘」。看见这些词，就能找到「姑」。,gū
zh-孙,literacy,孙,sūn,life,L4,儿孙 孙女,用组词来记：「儿孙」「孙女」。看见这些词，就能找到「孙」。,sūn
zh-逃,literacy,逃,táo,life,L4,出逃 叛逃,用组词来记：「出逃」「叛逃」。看见这些词，就能找到「逃」。,táo
zh-牙,literacy,牙,yá,body,L4,刷牙 牙齿,用组词来记：「刷牙」「牙齿」。看见这些词，就能找到「牙」。,yá
zh-束,literacy,束,shù,life,L4,结束 结束语,用组词来记：「结束」「结束语」。看见这些词，就能找到「束」。,shù
zh-跳,literacy,跳,tiào,action,L4,跳舞 跳高,用组词来记：「跳舞」「跳高」。看见这些词，就能找到「跳」。,tiào
